transcript_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
NM_013289_26,0,0,0,0
NR_130151,2080,2099,1756,2135
NR_130152,28919,16636,23153,26314
NR_130153,51,53,6,59
NM_079420,0,0,0,0
NM_001252043,156,0,214,0
NR_033424,0,0,0,0
NM_001252049,3425,3201,3017,2107
NM_001256741,940,806,1662,765
NM_001256740,0,0,0,0
NM_152658,472,524,436,512
NM_001256742,17,16,5,2
NM_152657,48,54,37,35
NM_152654,48,23,19,23
NM_152655,1958,1838,1874,1899
NM_152652,927,892,615,651
NM_001256748,0,0,0,0
NM_001037668,0,0,0,0
NM_001282171_20,0,0,0,0
NM_001037639,885,980,804,769
NM_001037637,19431,22992,17917,23178
NM_006444,1716,4323,3682,3651
NM_001037633,4240,4451,4907,5711
NM_001037631,0,0,0,0
NM_001040704_2,0,0,0,0
NM_001282171_23,0,0,0,0
NM_020238,4864,4897,3651,3945
NM_001282171_24,0,0,0,0
NM_020239,15666,15508,13630,15321
NM_001282171_25,0,0,0,0
NM_020236,5555,5332,5352,5623
NM_001282171_26,0,0,0,0
NM_001636,15221,14737,14005,14268
NM_001146185,1853,1592,1221,1336
NM_020235,15825,14357,15116,18513
NM_001633,15,16,31,17
NM_001004699,0,0,0,0
NM_020233,1619,1671,1235,1368
NR_037188,2195,2282,2050,2386
NM_001127889,760,522,753,829
NM_020230,3017,2949,3252,3266
NM_001515,345,4303,3956,789
NM_001291833_6,0,0,0,0
NR_037183,7,4,12,8
NR_037182,3,7,1,4
NR_037185,2934,2360,3899,3451
NR_037184,33,30,23,21
NR_037187,53,133,202,108
NM_032828,7094,4304,5349,5853
NM_001004695,0,0,1,0
NM_001291833_4,0,0,0,0
NM_004825_2,0,0,0,0
NM_001004693,0,0,0,0
NR_026558,9,8,8,0
NM_001004690,0,0,0,0
NM_006840_2,0,0,0,0
NM_006840_3,0,0,0,0
NR_131205,23,19,8,12
NR_131204,0,0,0,0
NR_131203,0,0,0,0
NM_001291833_8,0,19,17,0
NM_006840_4,0,0,0,0
NM_006840_5,0,0,0,0
NM_001178014,6570,6846,6902,7364
NM_001178015,0,0,0,0
NM_001178016,70,84,75,65
NM_001178017,6,26,18,19
NM_001178010,2,0,0,2
NM_001178011,113,91,150,91
NM_021221_2,3,4,4,3
NM_021221_3,3,4,4,3
NM_021221_4,3,4,4,3
NM_021221_5,2,4,4,3
NM_021221_6,2,4,3,2
NM_021221_7,2,4,3,2
NM_001177675,0,0,0,0
NM_001177676,62,59,47,65
NM_183009,1519,1187,1187,1710
NM_183008,197,247,139,76
NR_038334,396,379,359,338
NM_183005,1991,1776,2134,1948
NM_183004,593,449,140,193
NM_001101311,0,0,0,0
NM_183006,36,153,81,27
NM_183001,2712,2623,2689,2725
NM_183002,12,0,0,2
NM_001134734,0,0,0,0
NM_001134738,223,14,27,143
NM_001165920_2,0,0,0,0
NR_106743_2,0,0,0,0
NM_032826,8218,8220,6466,6611
NM_001163942,5,4,0,0
NR_001434_8,24,28,21,26
NM_001163940,6,7,0,0
NM_001163941,0,6,6,0
NM_021129,24010,23704,22975,23863
NM_021128,2472,2561,1995,2119
NM_021127,2543,2562,1736,1885
NM_021126,2129,2245,1820,2023
NM_021121,3217,3930,2787,3268
NM_021120,23,43,20,38
NM_021123,0,0,0,0
NR_024053_3,255,119,343,190
NM_001261843_2,5793,5633,6121,6272
NM_001476_3,1408,1063,1227,1513
NR_029491,0,0,0,0
NM_005365_2,0,0,0,0
NM_001141936,54,54,8,26
NM_001005209,0,0,52,56
NM_001005207,1065,1082,611,714
NM_001005204,0,0,0,0
NM_001005205,0,0,0,0
NM_001005202,0,0,0,0
NM_001005203,0,0,0,0
NM_001258380,57,0,65,60
NM_002829,4641,4119,4203,3183
NM_001272000,7079,2384,5909,0
NM_001272001,2206,7744,2271,8433
NM_001272002,88,53,56,51
NM_001272003,0,0,0,0
NM_001272004,2462,4999,1937,3371
NM_001272005,0,7,0,0
NM_001272007,0,25,19,82
NM_012208,12353,12093,11351,11321
NM_012202,46,57,35,42
NM_012203,10028,9719,9020,9194
NM_012200,489,413,381,357
NM_012201,6783,6161,3898,4150
NM_012206,0,0,0,0
NM_012207,1871,2031,1813,1779
NM_012204,6038,5973,5709,5940
NM_012205,0,0,0,0
NM_006939,9236,8987,9126,9293
NM_006938,5678,5729,5100,5572
NM_144701,0,0,0,0
NM_144707,4160,3413,2681,2617
NM_181536,33,30,27,36
NM_144705,0,0,0,0
NM_144704,0,0,0,0
NM_006931,123,102,5,0
NM_006930,2390,979,911,922
NM_144709,3212,3207,3599,3682
NM_144708,942,989,838,903
NM_006934,0,0,0,12
NM_006937,63489,63389,59511,59560
NM_006936,12244,11922,9881,9860
NM_001289020,0,0,0,0
NR_024113,1165,1331,1524,898
NM_001289022,8470,7861,7355,7476
NM_001289023,0,0,0,0
NM_001289024,0,0,0,0
NM_203456,4176,359,1822,1653
NM_001289026,0,0,0,0
NM_203454,65,66,58,66
NM_001289029,388,430,0,346
NM_182848,0,0,2,0
NM_203458,6605,6534,4701,5059
NM_014641_5,989,941,879,911
NM_001206559,1371,1285,1354,1330
NM_207521,480,128,446,55
NM_207520,261,159,0,0
NM_001001438,22,20,13,16
NM_004269,1371,1479,1168,1301
NM_004268,9264,8977,8630,8908
NM_004267,20,12,2,20
NM_004265,34881,33370,28916,29351
NM_020297,0,4,0,0
NM_001001431,0,0,0,0
NM_001001430,0,0,0,0
NM_004261,8839,8015,3643,6690
NM_001001432,0,0,0,5
NM_001100592,217,0,0,0
NM_001100590,35473,18970,13199,32801
NM_198578,0,0,0,0
NM_001100594,7713,9228,15501,14493
NM_001100595,2372,2085,1963,1519
NM_001100598,7,8,54,0
NM_198576,8224,8034,6631,6782
NM_198571,4,0,0,0
NM_198570,0,0,0,0
NM_198573,27,18,9,4
NM_198572,64,52,53,51
NM_014513_29,0,0,0,0
NM_014513_28,0,0,0,0
NM_013342_10,167,176,175,180
NM_014513_23,0,0,0,0
NM_014513_22,0,0,0,0
NR_107036,4,3,4,4
NM_014513_20,0,0,0,0
NM_014513_27,0,0,0,0
NM_014513_26,0,0,0,0
NM_014513_25,0,0,0,0
NM_014513_24,0,0,0,0
NR_123722_2,24,24,18,23
NR_034172_2,134,112,140,131
NR_034172_3,67,53,56,60
NM_178014_7,13869,13790,13100,12313
NM_178014_6,11733,11425,10961,11107
NM_178014_5,12266,12068,11365,11221
NM_178014_4,12249,12093,11344,11475
NM_178014_3,12312,11692,11325,11431
NM_178014_2,12405,12160,11382,11241
NM_025112,2657,2752,2655,2683
NM_025113,35,26,16,8
NM_025114,9810,9610,9214,10016
NM_025115,1992,2339,1595,2292
NM_021903_3,3,2,0,1
NM_001204890,0,0,337,1051
NM_001204897,0,0,0,0
NM_001204898,0,0,0,0
NM_021903_2,3,2,0,1
NM_001271638,270,509,394,474
NM_001085354,5794,5801,4084,7229
NM_001085357,0,0,0,2
NR_001554,0,0,0,0
NM_001252204_3,0,0,0,0
NM_001287518,0,385,443,416
NM_001287519,3,2,11,19
NM_001287516,777,453,505,370
NM_001287517,14,20,6,18
NM_001287512,481,741,129,439
NM_001287513,488,579,90,320
NM_001287510,7231,9138,4574,5135
NM_001287511,201,146,252,176
NM_001282113,50,0,0,0
NM_147150,0,0,0,0
NM_001252204_6,0,0,0,0
NR_123716,53,10,13,17
NM_001303613,0,0,0,0
NM_001242328_2,0,0,0,0
NR_072979,32,14,43,0
NM_001305242,3,0,0,0
NM_173801,0,0,0,0
NM_012314_19,0,0,0,0
NR_072977,84,28,88,78
NM_001242328_7,0,0,0,0
NM_001282899,0,0,0,0
NM_032467,0,40,21,0
NM_001303615,0,0,0,0
NR_125923,42,40,35,25
NR_125922,25,24,11,17
NR_125921,3,5,0,0
NR_125920,0,0,0,0
NR_125927,0,0,13,0
NR_125926,2,0,0,0
NR_125925,0,0,0,0
NR_125924,0,0,0,0
NR_125929,55,38,25,44
NR_125928,9,8,0,0
NM_001281303,115,169,190,194
NR_121597,100,104,85,101
NM_002255_7,0,0,0,0
NM_003147_2,45,6,10,4
NR_110041,0,0,0,0
NM_080739,0,0,0,0
NM_080738,170,185,135,151
NM_001243099,0,0,0,0
NM_001008693,0,0,0,0
NM_021914,102,60,225,451
NM_021915,32,34,36,32
NM_021916,1552,1582,1533,1515
NM_001243094,9,11,12,17
NM_021910,2,0,19,46
NM_080730,0,0,0,0
NM_021912,722,1457,42,1269
NM_080732,2650,2579,2116,2491
NM_001206627_2,0,0,0,0
NM_138807_2,76,51,36,39
NM_001271720,0,15,0,0
NM_001271721,0,0,0,0
NM_001271722,0,0,0,0
NM_001271723,5135,3482,2992,3482
NM_001008695,1389,64,15,0
NM_130392,0,0,0,0
NM_004850,13102,12793,13172,13662
NM_145014,35,8,8,291
NM_145016,619,627,419,446
NM_001001874,0,0,0,0
NR_024170,476,249,510,1164
NM_001277372,0,0,7,15
NR_024172,4,3,9,8
NM_001277378,102,99,85,101
NR_024173,0,0,0,0
NM_152519,1686,3279,2762,2683
NM_138361,2528,2665,1444,2902
NM_152511,643,313,213,155
NM_152510,0,0,0,0
NM_152513,48,31,50,24
NM_152512,0,0,0,0
NM_152515,2481,2526,2568,2273
NM_152517,3824,3659,3542,3637
NM_152516,3439,3442,3068,3109
NM_145018,1131,1206,934,831
NM_001190259,16,14,22,18
NM_001291981_2,0,6,2,2
NM_006735,38,36,31,45
NM_001271637,698,672,705,794
NM_016062,3127,2956,2801,3151
NM_022334,76,75,73,115
NM_022337,7,6,0,0
NM_016061,2951,2973,2851,2988
NM_016066,27,35,7,13
NM_016067,4372,4437,4958,4943
NR_126388,4,0,0,0
NM_016065,17705,17455,14661,15304
NR_126386,19,22,31,31
NM_001199528,0,0,0,0
NR_126384,0,0,0,0
NR_126385,21,19,12,14
NR_126382,0,0,0,4
NM_022338,783,771,732,768
NR_126380,0,0,0,0
NR_126381,0,0,0,0
NM_001159727,316,302,326,365
NM_001191054,0,0,0,0
NM_001191057,0,0,0,0
NM_001191056,0,0,0,0
NM_001715,0,0,0,0
NM_001191059,0,0,0,0
NM_001018044,0,0,0,0
NM_001184963,0,0,0,0
NM_001710,18,24,19,22
NM_080387,0,0,0,0
NM_001291717_2,247,290,280,254
NM_001712,23,7,88,103
NM_001018041,0,0,0,55
NM_004829_13,0,0,0,0
NM_001134479,13578,13945,10835,10725
NM_001018048,0,0,0,0
NM_004829_12,0,0,0,0
NM_001134473,538,3160,0,394
NM_001134470,5,64,12,6
NM_001134476,1245,1260,1606,8041
NM_001134477,411,221,30,319
NM_001306206,764,6,2,2
NM_001306207,0,0,0,0
NR_126528,65,70,92,162
NM_001098479_6,69,15,20,65
NM_000959,3150,3808,2886,2495
NM_000958,685,639,256,265
NM_001306200,16,11,13,9
NM_001253826,0,0,0,0
NM_000955,10,7,8,8
NR_126523,0,0,0,0
NR_126520,85,56,81,130
NR_126521,250,218,267,347
NM_000951,1521,1619,1366,1356
NR_126527,37,38,44,0
NM_001306208,0,0,0,0
NM_000952,0,0,0,0
NM_001290139,30,0,0,722
NM_000044,94742,94181,83037,84680
NM_004829_15,0,0,0,0
NM_001290130,291,411,483,522
NM_001290131,1292,1250,1149,1059
NM_001098479_2,68,18,21,64
NM_001290135,4598,4690,3277,3598
NM_001290137,28,27,35,225
NM_001160148,2968,2725,2096,2377
NM_000041,0,0,0,0
NM_000040,0,0,0,0
NR_037427_2,1,1,1,1
NR_030359,4,3,1,2
NR_037442_8,0,0,0,0
NM_001291955,0,0,0,0
NM_001153663,918,716,1014,936
NM_001134224,0,1,0,3611
NR_047562,0,0,0,0
NR_047563,0,0,0,0
NR_047564,0,0,0,0
NM_001291957,27,66,0,0
NR_047566,966,719,363,977
NR_047567,0,0,0,0
NR_047568,91,99,103,115
NR_047569,0,0,0,0
NM_001291956,207,179,230,247
NM_001291959,246,314,236,280
NM_001029997,3104,1665,1980,1817
NM_001029991,1610,1441,801,1103
NM_032564,2030,2149,2073,2060
NM_000048,1351,924,1246,1325
NM_001029998,2111,2205,1693,1556
NM_032567,2,0,2,0
NM_173600,51,52,42,42
NM_173601,1768,3913,3903,1967
NM_173602,35253,34548,30492,31127
NR_110951,0,0,0,0
NM_173605,11,14,101,82
NM_001300989,694,657,597,629
NM_173607,2027,1872,2520,2506
NM_001300987,1188,1086,1610,2113
NM_001300986,1209,1575,1424,1124
NM_001300985,682,634,576,550
NM_001300984,0,0,0,0
NM_001300983,31,0,0,0
NR_034023,0,0,0,0
NM_001300981,65311,63285,59711,58568
NM_001300980,5,3,719,6
NR_029521,0,0,0,1
NM_032563,0,0,0,0
NM_032562,4,0,0,0
NM_001135148,783,641,552,394
NR_034022,12,8,9,5
NM_139030,2089,2265,1810,1820
NM_139033,198,138,109,179
NM_139032,51,77,46,7
NM_001193523,1083,1699,959,2048
NM_139034,116,69,73,79
NM_001193521,0,0,0,0
NM_001193520,0,0,0,0
NM_001193529,515,542,234,278
NM_001193528,293,243,151,252
NM_001277814,116,54,142,42
NM_001277815,4635,9,15,1759
NM_001277816,4239,6665,5282,4455
NM_001277817,6393,8264,7512,8171
NM_001277813,261,180,2918,2230
NR_130317,3,2,0,0
NM_001277818,0,7,76,1
NM_138924,1249,1089,1179,1120
NM_001166424,0,0,0,0
NM_138927,43009,27266,28597,34859
NM_138324,0,0,0,0
NM_001166420,114,102,122,122
NM_138923,11774,9211,12161,12502
NM_001039841_3,189,155,172,171
NM_138272_3,0,10,2,0
NM_005822,0,0,0,0
NM_005823,0,0,0,0
NM_005826,8759,9082,8950,8518
NM_005827,4929,5142,4892,5186
NM_005824,22,28,16,40
NM_005828,46561,46068,43340,45285
NM_005829,6334,4013,5653,6254
NM_001172416,0,0,139,216
NM_001302272,352,347,430,375
NM_003790,0,12,0,0
NM_003791,18336,18146,17015,17579
NM_001172412,3,8,5,4
NM_003797,2230,1807,1927,1976
NM_003794,10791,11393,10353,10853
NM_001172411,0,0,0,0
NM_001197184,0,0,0,0
NM_003798,21875,14631,14985,22559
NM_003799,9943,10165,8583,8614
NM_001197181,39,25,19,19
NM_001172418,388,304,261,39
NM_001144881,0,0,0,0
NR_106988_16,2,2,1,2
NM_001144882,0,0,0,0
NM_001242875,4572,1739,3491,1146
NM_001242326_3,0,0,0,0
NM_001242326_2,0,0,0,0
NM_001242326_7,0,0,0,0
NM_001242326_6,0,0,0,0
NM_001242326_5,0,0,0,0
NM_001242326_4,0,0,0,0
NR_039745,1,1,0,0
NR_039744,26,30,31,32
NR_039747,2,2,4,3
NR_039746,45,41,42,50
NR_039741,2,4,1,1
NR_039740,7,13,0,0
NR_039743,0,0,0,0
NR_039742,7,5,4,6
NM_001287061,15,33,44,22
NR_039749,24,25,18,22
NR_039748,20,17,9,14
NM_001307986,0,11,13,14
NM_001307987,0,0,6,0
NR_003719,0,1,0,0
NM_001307985,0,0,0,0
NM_001307983,9,11,0,34
NM_001307980,269,137,190,300
NM_001307981,438,299,290,227
NR_038290,27,21,23,14
NR_038291,0,0,0,0
NR_038292,11,18,12,15
NR_038293,0,0,0,0
NR_038294,65,74,52,69
NR_003716,3,0,0,0
NR_038296,0,0,0,0
NR_003714,140,132,116,117
NM_000513_2,0,0,0,0
NM_007177,0,0,0,0
NR_024228_9,0,0,0,0
NR_024228_8,0,0,0,0
NR_024228_7,0,0,0,0
NR_024228_6,0,0,0,0
NR_024228_5,0,0,0,0
NR_024228_4,0,0,0,0
NR_024228_3,0,0,0,0
NR_024228_2,0,0,0,0
NM_001312654,0,0,0,0
NM_001312656,96,121,103,91
NR_026759_3,0,0,0,0
NM_015578,4467,4662,4284,4371
NM_001312653,1045,1151,863,985
NM_015575,5428,6292,10823,7927
NM_015577,5396,5576,5565,5766
NM_015576,0,206,0,0
NM_015571,17679,19856,16641,16564
NM_015570,1078,1098,992,1024
NM_138274_3,0,0,0,0
NM_138274_2,0,0,0,0
NM_138274_7,0,0,0,0
NM_138274_6,0,0,0,0
NM_138274_5,0,0,0,0
NM_138274_4,0,0,0,0
NM_002445,0,0,0,0
NM_002444,14549,14326,12897,13659
NM_031948,89,107,65,58
NM_002446,1167,1194,970,976
NM_002441,167,186,138,168
NM_002440,42,34,51,36
NM_002443,29,15,26,38
NM_002442,254,267,208,237
NM_031942,703,550,553,544
NM_031940,2176,2471,1988,1834
NM_031941,2,0,14,0
NM_002449,163,144,226,261
NM_002448,656,672,602,537
NM_031944,0,0,0,0
NM_031945,2,0,2,0
NM_005798,2273,2391,3669,3252
NM_001256239,127,39,13,21
NM_001256238,63,2,38,11
NM_052828,0,0,0,0
NM_001256235,39,2,0,0
NM_052827,1658,1517,1148,1047
NM_001256237,299,262,494,507
NM_001256236,397,511,519,57
NM_005794,0,0,0,14
NM_005795,247,238,240,214
NM_005796,19902,19863,17597,18522
NM_005797,4369,4160,3833,3987
NM_170726,0,0,0,0
NM_170724,0,0,0,0
NM_170725,2962,4126,4620,4816
NM_170723,0,0,0,1
NM_170721,829,903,521,571
NM_033540,31861,30914,29001,29363
NR_033464,12652,12411,6391,13213
NR_033465,5173,4213,7677,3496
NM_033544,895,1210,936,102
NM_033546,13798,13460,12132,12647
NM_033547,7589,7770,6905,7131
NM_033549,3349,3328,2891,2910
NM_001233,11,11,10,4
NM_001232,0,0,5,0
NM_001231,97,123,106,72
NM_001230,0,0,0,0
NM_001237,4694,4475,3827,4090
NM_001236,297,325,278,241
NM_001235,153,0,0,0
NM_001234,5,0,0,0
NM_000071,14735,15567,15179,14625
NM_001238,1830,1746,1431,1568
NM_001011700_3,9,7,7,8
NM_001011700_2,4,5,3,2
NM_001011700_5,9,7,7,8
NM_001011700_4,9,7,7,8
NM_001011700_7,9,7,7,8
NM_001011700_6,7,7,6,6
NM_001011700_8,4,5,3,2
NR_045072,3307,3712,3342,5922
NM_001301110,0,0,0,0
NR_125888,0,0,0,0
NM_019098,820,861,627,631
NM_019099,1514,1744,1739,1817
NM_001122741,0,0,0,0
NM_019093,0,0,0,0
NM_019090,0,0,0,0
NM_019091,6700,6662,5788,6316
NM_019096,4328,4064,4195,4091
NM_019094,23415,20897,30223,30665
NM_019095,5808,5820,4521,4536
NM_001195037,0,0,0,0
NM_001195035,311,79,465,349
NM_001195032,0,1,0,0
NM_001035534,82,66,57,44
NM_013937,0,0,0,0
NM_013936,0,0,0,0
NM_001272053,32981,28987,21419,22122
NM_013939,0,0,0,0
NM_013938,0,0,0,0
NM_001142469_2,3,4,5,3
NM_001003713,9495,8490,7637,7449
NM_001142765,0,0,0,0
NM_001244847,0,0,0,0
NM_001244846,573,612,251,355
NM_001242357_16,0,0,0,0
NM_004461,16688,16326,15499,16083
NM_004460,0,0,0,0
NM_004463,742,666,662,685
NM_004462,22986,18143,16133,17966
NM_004465,0,0,0,0
NM_004464,1,6,0,0
NM_004467,148,159,118,85
NM_004466,55,67,57,64
NM_001497,11795,11131,9744,9934
NM_004468,66,60,51,56
NM_001495,8,0,0,0
NM_001494,60710,71493,66554,61463
NM_001493,20559,20230,19825,20346
NM_001492,53,0,0,0
NM_001491,288,283,189,192
NM_001490,6435,6965,7560,5769
NM_007232,5,7,0,0
NR_132760,19,24,17,11
NR_132762,18,23,17,30
NR_036652,198,223,212,229
NR_132767,35,32,32,40
NR_036651,451,266,558,465
NR_132769,11,22,20,10
NR_132768,1,1,1,1
NM_001254952,69,47,16,46
NR_036658,399,497,505,420
NR_036659,11618,11245,12211,12750
NM_000542,19,13,16,14
NM_000543,1688,2044,1391,1546
NM_000540,34,31,26,23
NM_000541,0,0,0,0
NM_000546,9046,8383,4447,3134
NM_000547,68,61,53,46
NM_000544,0,0,0,0
NM_000545,0,0,0,0
NR_003061_9,0,0,0,0
NM_000548,7,11,3152,6
NM_000549,0,0,0,0
NM_012352,0,0,0,0
NM_005275_2,314,312,331,313
NM_003895,0,0,0,0
NM_017947,3857,3761,3371,3484
NM_017944,1448,1261,1353,2198
NM_012353,8,5,6,4
NM_003891,0,0,0,0
NM_017943,7770,7677,7743,7874
NM_017940,9339,9111,8270,8409
NM_017941,3265,4184,3767,4206
NR_028374,44,41,31,35
NR_028375,1,2,1,6
NR_028372,1520,1480,1582,1627
NR_028373,522,507,498,501
NR_028370,0,0,0,0
NR_028371,14,17,18,24
NM_001165877,32,31,20,18
NM_030753_2,419,395,378,377
NM_030753_3,422,396,383,379
NM_019843,4084,3914,3907,4056
NM_001122740,0,0,0,0
NM_005961_2,9,9,10,10
NM_001243552,0,0,0,0
NM_001161376,38,15,30,23
NR_024215_9,0,0,0,0
NR_024215_8,0,0,0,0
NM_206818_9,0,0,1,0
NM_000331,0,3,2,0
NR_024215_2,0,0,0,0
NR_102267,0,0,0,290
NR_024215_6,0,0,0,0
NR_024215_5,0,0,0,0
NR_102264,389,32,525,226
NR_106783,0,0,0,0
NM_182833,0,0,0,0
NM_000330,8,6,3,7
NM_015896,482,495,410,400
NM_015897,2398,2511,2406,2543
NM_015894,140,474,12,37
NM_015895,2269,2312,2201,2153
NM_015892,0,0,0,0
NM_015893,0,0,0,0
NM_015891,13592,13163,13070,13386
NM_001012993,2619,2631,2225,2290
NM_001012991,6306,6133,6249,6313
NM_015898,2899,3043,2810,2993
NM_005000,8639,8065,5629,6336
NM_002255_27,0,0,0,0
NM_001195102,1060,1174,626,718
NM_002255_26,0,0,0,0
NM_005002,11403,11269,11239,11506
NR_003061_8,0,0,0,0
NM_080681_3,0,1,0,0
NR_029420,556,533,434,430
NR_031682,1,1,1,1
NM_005003,8037,7737,6473,7065
NM_080681_7,0,1,0,0
NM_080681_6,0,1,0,0
NR_031686,0,0,0,0
NR_031687,1,1,0,1
NR_029429,0,0,0,0
NM_213618,3531,3513,3335,3442
NR_002434,63,58,67,66
NM_024085,509,306,209,355
NM_024087,0,0,0,0
NM_024086,15165,14877,15140,15579
NM_024081,3613,3684,3883,4045
NM_024080,954,887,264,272
NM_024083,1176,851,1099,1034
NM_024082,0,0,0,0
NR_002436,46,62,59,57
NM_024089,1306,1267,1382,1394
NR_030377,0,0,0,0
NR_030376,4,4,3,3
NM_001012662,1092,1363,1386,1418
NR_030374,1,3,0,0
NM_001012664,335,244,344,222
NR_030372,0,0,0,0
NR_030371,6,6,4,1
NR_030370,1,1,0,3
NM_173803_2,667,786,737,795
NM_018250,1717,1743,1434,1512
NM_001109879_2,0,0,0,0
NR_030379,0,0,0,0
NM_001160423,0,0,0,0
NR_037687,0,0,0,0
NM_002858,28025,27818,25950,26510
NM_002859,1210,1576,1281,1458
NR_003713,1515,1355,1310,1391
NM_002852,21,18,16,11
NM_152696,8299,1396,4685,5139
NM_002850,27703,27646,25589,39751
NM_002851,0,0,0,0
NM_002856,811,787,655,687
NM_002857,17927,18139,15359,14623
NR_037688,56218,52110,56036,53568
NM_152697,23,51,43,40
NM_001024457_2,1613,97,175,163
NM_001004711,0,0,0,0
NM_024558,228,62,82,290
NM_024553,19,6,5,6
NM_024552,15916,15151,12841,12806
NM_024551,12569,12454,12260,12341
NM_024557,621,643,511,640
NM_024556,5251,5162,4512,4630
NM_024555,294,229,38,199
NM_080476,3341,3130,2936,2833
NM_182832,47,41,46,68
NM_001289077,886,315,1064,902
NM_203401,114,2232,82,80
NM_024077,7515,8627,8010,8065
NM_000337,0,0,0,0
NM_001289075,307,419,0,0
NM_001144967,2086,2240,1690,2092
NM_001144966,33308,33894,21257,23539
NM_001144965,2957,2373,694,948
NM_001289074,260,10,156,323
NM_001144963,19,15,5,8
NM_001144962,42,44,14,18
NM_001144961,31,26,42,38
NM_001144960,0,0,0,0
NM_203404,19,22,7,16
NM_001144969,548,468,689,183
NM_001144968,2702,2093,2130,1033
NM_147188,5717,5995,5798,6328
NM_203406,3574,3588,3418,3526
NM_147184,643,554,552,544
NM_147185,18767,31541,19032,26123
NM_147187,10205,12051,8745,8174
NM_147180,8,4,2,3
NM_147181,0,0,0,0
NM_147182,0,0,0,0
NM_147183,0,0,0,0
NR_003710,0,0,0,0
NM_001287444,0,0,0,0
NM_018409,936,883,775,839
NM_001011670,915,693,767,1051
NM_001289789_2,5210,5091,4223,4323
NM_001002755,2438,2741,3355,2853
NM_001002756,311,168,144,264
NR_028594,42,53,34,38
NR_027954,201,185,196,173
NM_001002759,822,828,912,859
NM_001002758,0,0,0,0
NR_026855,293,327,287,380
NM_001018066,0,0,0,0
NM_018402,0,0,0,0
NM_000619,0,0,0,0
NM_018403,4207,3268,7986,7779
NM_001204364,0,92,0,0
NM_001204366,897,608,727,756
NM_014306,22984,22244,23160,23199
NM_014301,3783,2612,3177,2860
NM_014300,32525,31952,27674,30310
NM_014303,14133,13608,13857,14066
NM_014302,11716,11877,11650,11988
NM_206811_6,0,0,0,0
NM_206811_7,0,0,0,0
NM_206811_4,0,0,0,0
NM_206811_5,0,0,0,0
NM_014309,440,311,551,586
NM_014308,0,0,0,0
NM_001013398,99,12,0,0
NM_023029,0,0,0,0
NM_001281806,0,0,0,0
NM_001281805,0,0,0,0
NM_001265608,3506,2522,3377,3647
NM_001171878,0,0,0,0
NR_033859,0,0,0,0
NR_033858,0,0,0,0
NR_033857,168,173,169,154
NR_033856,521,494,522,548
NR_033855,0,8,4,5
NR_033854,876,884,890,929
NR_033853,1970,2038,1557,1543
NR_033852,183,204,181,173
NR_033851,0,4,6,3
NR_033850,181,192,205,162
NM_013337_2,1604,1560,1599,1593
NR_034116_2,0,0,0,0
NM_032517,0,0,0,0
NM_153280,14830,15693,14619,14820
NR_026856,171,199,216,170
NR_106988_30,1,1,1,1
NM_001122630_2,83,46,6,85
NR_026851,4,2,0,0
NM_001177519_4,128,133,81,3
NM_001177519_5,239,48,47,58
NM_001177519_2,239,48,47,58
NM_022648,94,97,102,84
NM_022645,0,0,0,0
NM_022644,0,0,0,1
NR_027045,0,0,0,0
NR_027044,5,0,5,0
NR_027047,20,17,20,7
NR_027046,47,47,31,37
NR_027040,532,545,505,502
NR_027042,0,0,0,0
NM_001170580,20,283,0,0
NM_001004051,1463,1213,1146,1170
NR_027049,195,157,206,216
NM_001170587,367,0,0,0
NM_001170585,0,0,0,0
NM_001031740,467,165,304,422
NM_001031741,0,3,0,0
NM_001031743,42,46,47,43
NM_001134670,2017,998,2089,1955
NM_001134671,2739,2737,2501,2468
NM_001031746,0,3,0,0
NM_001134673,25932,28051,20717,22126
NM_001282577,1470,1448,0,1293
NM_001031749,0,0,0,0
NM_001282575,253,336,0,259
NM_001282574,323,140,207,155
NM_001282573,86,50,75,71
NM_001282572,92,51,124,72
NM_001282571,1436,442,898,425
NM_001282570,1092,504,1256,612
NM_181698,0,2,3,6
NM_001033678,143,180,120,190
NM_001033677,0,0,0,0
NM_198525,344,363,290,328
NM_001242559,13362,10615,14355,14003
NM_001242922_3,0,0,0,0
NM_001242922_2,0,0,0,0
NM_001242922_5,0,0,0,0
NM_005635,0,0,0,0
NM_001242922_7,0,0,0,0
NM_001242922_6,0,0,0,0
NM_001242922_9,0,0,0,0
NR_126027,16,19,12,17
NM_005634,0,0,0,0
NR_126026,0,0,0,0
NM_194320,447,628,82,1019
NM_194322,0,0,0,0
NM_194323,0,0,0,0
NM_194324,10,13,17,12
NM_194325,896,706,415,606
NM_194326,2718,2617,2372,2260
NM_032591,0,0,0,0
NM_194328,973,1001,0,1650
NM_001161452,21,109,20,30
NM_032592,0,0,0,0
NR_046012,0,0,0,0
NR_047610,0,0,0,0
NM_182645,0,0,0,0
NR_046018,108,113,119,125
NR_126029,161,151,156,157
NR_126028,23,25,30,21
NM_001135239,2465,3468,371,337
NM_032597,0,0,0,0
NR_015444,0,0,0,0
NM_001172225,823,790,810,845
NR_015446,0,0,0,0
NR_015447,110,104,67,51
NR_015440,0,0,0,0
NR_015441,687,635,623,642
NM_001142479,474,457,287,394
