gene_id,0,3,4,6
"""RNF151""",chr16,1966874,1968975,+
"""RNF152""",chr18,61815071,61893071,-
"""RNF157""",chr17,76142453,76240309,-
"""RNF157-AS1""",chr17,76140556,76154648,+
"""RNF165""",chr18,46334224,46460820,+
"""RNF166""",chr16,88696495,88706421,-
"""RNF167""",chr17,4940335,4945222,+
"""RNF168""",chr3,196468786,196503768,-
"""RNF169""",chr11,74748868,74842413,+
"""RNF17""",chr13,24764163,24879920,+
"""RNF170""",chr8,42849637,42896723,-
"""RNF175""",chr4,153710160,153760235,-
"""RNF180""",chr5,64165844,64372869,+
"""RNF181""",chr2,85595714,85597708,+
"""RNF182""",chr6,13924446,13980009,+
"""RNF183""",chr9,113297093,113299040,-
"""RNF185""",chr22,31160152,31207019,+
"""RNF186""",chr1,19814029,19815278,-
"""RNF187""",chr1,228487367,228496188,+
"""RNF19A""",chr8,100257059,100336218,-
"""RNF19B""",chr1,32936446,32964813,-
"""RNF2""",chr1,185045419,185102608,+
"""RNF20""",chr9,101533849,101563344,+
"""RNF207""",chr1,6206129,6221299,+
"""RNF208""",chr9,137220247,137221323,-
"""RNF212""",chr4,1071478,1113564,-
"""RNF212B""",chr14,23237918,23274285,+
"""RNF213""",chr17,80260861,80398781,+
"""RNF214""",chr11,117232625,117285688,+
"""RNF215""",chr22,30378814,30387313,-
"""RNF216""",chr7,5620041,5781730,-
"""RNF216-IT1""",chr7,5662432,5680461,-
"""RNF216P1""",chr7,4973985,4998169,+
"""RNF217""",chr6,124962545,125086338,+
"""RNF217-AS1""",chr6,124908246,124963027,-
"""RNF219""",chr13,78614286,78659179,-
"""RNF219-AS1""",chr13,78054855,78617325,+
"""RNF220""",chr1,44405288,44651724,+
"""RNF222""",chr17,8390705,8397826,-
"""RNF223""",chr1,1071746,1074307,-
"""RNF224""",chr9,137227566,137229638,+
"""RNF225""",chr19,58396090,58397079,+
"""RNF24""",chr20,3931421,4015569,-
"""RNF25""",chr2,218663864,218672058,-
"""RNF26""",chr11,119334500,119337314,+
"""RNF31""",chr14,24146875,24160661,+
"""RNF32""",chr7,156640659,156677126,+
"""RNF34""",chr12,121400083,121424352,+
"""RNF38""",chr9,36336401,36401198,-
"""RNF39""",chr6,1325426,30075851,-
"""RNF4""",chr4,2469068,2515859,+
"""RNF40""",chr16,30761612,30776307,+
"""RNF41""",chr12,56202504,56221969,-
"""RNF43""",chr17,58352500,58417582,-
"""RNF44""",chr5,176526699,176537420,-
"""RNF5""",chr6,3401586,32180793,+
"""RNF5P1""",chr8,38600175,38601257,-
"""RNF6""",chr13,26212768,26222371,-
"""RNF7""",chr3,141738209,141746803,+
"""RNF8""",chr6,37353972,37394738,+
"""RNFT1""",chr17,59952362,59964756,-
"""RNFT2""",chr12,116738291,116853631,+
"""RNGTT""",chr6,88609897,88963629,-
"""RNH1""",chr11,24153,507283,-
"""RNLS""",chr10,88273864,88583325,-
"""RNMT""",chr18,13726660,13764556,+
"""RNMTL1""",chr17,782273,792501,+
"""RNPC3""",chr1,103525956,103555237,+
"""RNPEP""",chr1,201982638,202006147,+
"""RNPEPL1""",chr2,240568587,240578732,+
"""RNPS1""",chr16,2253116,2268412,-
"""RNU1-1""",chr1,21861,146376970,-
"""RNU1-13P""",chr1,148388490,148388651,-
"""RNU1-2""",chr1,21861,146376970,-
"""RNU1-27P""",chr1,21861,146376970,-
"""RNU1-28P""",chr1,21861,146376970,-
"""RNU1-3""",chr1,21861,146376970,-
"""RNU1-4""",chr1,21861,146376970,-
"""RNU105B""",chr20,8831185,8831393,+
"""RNU105C""",chr8,54330686,54330895,+
"""RNU11""",chr1,28648600,28648734,+
"""RNU12""",chr22,42615245,42615393,+
"""RNU2-1""",chr17,43233790,43300231,-
"""RNU2-2P""",chr11,62841624,62841761,-
"""RNU4-1""",chr12,120293094,120293237,-
"""RNU4-2""",chr12,120291763,120291903,-
"""RNU4ATAC""",chr2,121530880,121531009,+
"""RNU5A-1""",chr15,65296051,65296167,+
"""RNU5B-1""",chr15,65304677,65304793,+
"""RNU5D-1""",chr1,44731069,44731168,-
"""RNU5E-1""",chr1,11908154,11908272,+
"""RNU5F-1""",chr1,44721786,44721901,-
"""RNU6-1""",chr1,893484,181231842,+
"""RNU6-10P""",chr7,92701708,92701814,-
"""RNU6-14P""",chr9,15776181,15776286,-
"""RNU6-15P""",chr10,21321961,21322067,+
"""RNU6-16P""",chr11,88612805,88612911,-
"""RNU6-19P""",chr15,65553081,65553187,-
"""RNU6-2""",chr1,893484,181231843,+
"""RNU6-21P""",chr16,62187540,62187646,-
"""RNU6-23P""",chr16,70445296,70445399,-
"""RNU6-26P""",chr3,98804978,98805084,-
"""RNU6-28P""",chr22,31479385,31479488,-
"""RNU6-30P""",chrX,101634006,101634112,-
"""RNU6-31P""",chr2,200830009,200830116,+
"""RNU6-33P""",chr4,88684848,88684954,-
"""RNU6-34P""",chr4,96152299,96152403,-
"""RNU6-35P""",chr4,109992325,109992431,+
"""RNU6-36P""",chr12,97721716,97721822,+
"""RNU6-39P""",chr18,68858934,68859040,+
"""RNU6-42P""",chr3,196784980,196785086,-
"""RNU6-45P""",chr11,63970470,63970576,+
"""RNU6-46P""",chr11,67895631,67895737,+
"""RNU6-48P""",chr1,27325219,27325325,+
"""RNU6-52P""",chr13,19142982,19143077,+
"""RNU6-53P""",chr13,28703702,28703807,-
"""RNU6-55P""",chr13,170835,18869291,-
"""RNU6-56P""",chr13,38779424,38779516,+
"""RNU6-57P""",chr13,41354557,41354659,-
"""RNU6-58P""",chr13,23217432,23217534,-
"""RNU6-59P""",chr13,21551304,21551410,-
"""RNU6-63P""",chr13,27488138,27488232,+
"""RNU6-64P""",chr13,30281765,30281869,+
"""RNU6-66P""",chr13,73112915,73113018,-
"""RNU6-67P""",chr13,83298071,83298167,-
"""RNU6-68P""",chr13,46410454,46410557,+
"""RNU6-69P""",chr13,45137862,45137965,-
"""RNU6-7""",chr1,893484,181231842,+
"""RNU6-71P""",chr13,36267168,36267274,+
"""RNU6-72P""",chr13,85584748,85584853,-
"""RNU6-75P""",chr13,90781766,90781869,-
"""RNU6-76P""",chr13,187600,18880157,+
"""RNU6-78P""",chr13,25517119,25517225,+
"""RNU6-79P""",chr13,72881108,72881214,-
"""RNU6-8""",chr1,893484,181231842,+
"""RNU6-81P""",chr13,63783801,63783904,+
"""RNU6-82P""",chr13,28232501,28232607,+
"""RNU6-83P""",chr13,99025234,99025344,+
"""RNU6-9""",chr1,893484,181231843,+
"""RNU6ATAC""",chr9,134164440,134164564,-
"""RNU7-1""",chr12,6943816,6943878,+
"""RNU86""",chr22,39316842,39316896,-
"""RNVU1-1""",chr1,148362370,148362533,-
"""RNVU1-14""",chr1,145281116,145281279,+
"""RNVU1-15""",chr1,144412576,144412740,+
"""RNVU1-17""",chr1,143699456,143699619,-
"""RNVU1-18""",chr1,21861,146376970,-
"""RNVU1-19""",chr1,120850819,120850985,-
"""RNVU1-20""",chr1,120942600,120942762,+
"""RNVU1-3""",chr1,148402715,148402875,+
"""RNVU1-4""",chr1,120942600,120942763,+
"""RNVU1-6""",chr1,146052081,146052244,-
"""RNVU1-7""",chr1,148038753,148038916,-
"""RNVU1-8""",chr1,147084616,147084756,-
"""RNY1""",chr7,148987136,148987248,-
"""RNY3""",chr7,148983755,148983856,+
"""RNY4""",chr7,148963315,148963410,+
"""RNY5""",chr7,148941488,148941571,+
"""ROBO1""",chr3,78597238,79767909,-
"""ROBO2""",chr3,77040143,77649963,+
"""ROBO3""",chr11,124865409,124881474,+
"""ROBO4""",chr11,124884218,124897935,-
"""ROCK1""",chr18,20949742,21111851,-
"""ROCK1P1""",chr18,109065,122221,+
"""ROCK2""",chr2,11181652,11344585,-
"""ROGDI""",chr16,4796962,4802950,-
"""ROM1""",chr11,62612741,62615121,+
"""ROMO1""",chr20,35699310,35700980,+
"""ROPN1""",chr3,123969032,123991352,-
"""ROPN1B""",chr3,125969144,125983453,+
"""ROPN1L""",chr5,10441862,10465026,+
"""ROPN1L-AS1""",chr5,10440735,10441851,-
"""ROR1""",chr1,63774019,64181496,+
"""ROR1-AS1""",chr1,64094442,64113791,-
"""ROR2""",chr9,91722596,91950162,-
"""RORA""",chr15,60488284,61229303,-
"""RORA-AS1""",chr15,60479178,60630639,+
"""RORA-AS2""",chr15,60681569,60687249,+
"""RORB""",chr9,74497336,74687201,+
"""RORB-AS1""",chr9,74473435,74498553,-
"""RORC""",chr1,151806071,151831872,-
"""ROS1""",chr6,117288367,117425855,-
"""RP1""",chr8,54616067,54630834,+
"""RP11-87M18.2""",chrX,36365626,36440292,-
"""RP1L1""",chr8,10606350,10655107,-
"""RP2""",chrX,46836912,46882356,+
"""RP9""",chr7,33094798,33109390,-
"""RP9P""",chr7,32916815,32943170,-
"""RPA1""",chr17,1829979,1899554,+
"""RPA2""",chr1,27891526,27914797,-
"""RPA3""",chr7,7636944,7718607,-
"""RPA4""",chrX,96883908,96885451,+
"""RPAIN""",chr17,5419641,5433020,+
"""RPAP1""",chr15,41517176,41544277,-
"""RPAP2""",chr1,92298965,92388175,+
"""RPAP3""",chr12,47661932,47706061,-
"""RPARP-AS1""",chr10,102449817,102456293,+
"""RPE""",chr2,210002565,210022260,+
"""RPE65""",chr1,68428824,68449959,-
"""RPEL1""",chr10,103245887,103248016,+
"""RPF1""",chr1,84479237,84498350,+
"""RPF2""",chr6,110982017,111028263,+
"""RPGR""",chrX,38269170,38327535,-
"""RPGRIP1""",chr14,21287977,21351301,+
"""RPGRIP1L""",chr16,53599239,53703934,-
"""RPH3A""",chr12,112791744,112898879,+
"""RPH3AL""",chr17,49796,352842,-
"""RPIA""",chr2,88691658,88750935,+
"""RPL10""",chrX,154398065,154402339,+
"""RPL10A""",chr6,35468401,35470781,+
"""RPL10L""",chr14,46651016,46651825,-
"""RPL11""",chr1,23691779,23696426,+
"""RPL12""",chr9,127447674,127451432,-
"""RPL13""",chr16,89560657,89566829,+
"""RPL13A""",chr19,49487554,49492307,+
"""RPL13AP17""",chr7,78347242,78359453,+
"""RPL13AP20""",chr12,12875477,12876136,+
"""RPL13AP3""",chr14,55766245,55767717,+
"""RPL13AP5""",chr10,96750266,96750923,+
"""RPL13AP6""",chr10,110936603,110937255,-
"""RPL13P5""",chr12,6883981,6884604,+
"""RPL14""",chr3,40457292,40462372,+
"""RPL15""",chr3,23916804,23923696,+
"""RPL17""",chr18,49488481,49492565,-
"""RPL17-C18orf32""",chr18,49481178,49492565,-
"""RPL18""",chr19,48615327,48619418,-
"""RPL18A""",chr19,17859878,17863324,+
"""RPL19""",chr17,39200283,39204727,+
"""RPL19P12""",chr7,102335,103142403,-
"""RPL21""",chr10,27251555,120355223,-
"""RPL21P28""",chr1,212051486,212052051,-
"""RPL21P44""",chr4,53985499,53987282,-
"""RPL22""",chr1,6185020,6199619,-
"""RPL22L1""",chr3,170864876,170870256,-
"""RPL23""",chr17,38850068,38853800,-
"""RPL23A""",chr17,28719982,28724356,+
"""RPL23AP32""",chr2,54529222,54529841,+
"""RPL23AP53""",chr8,208345,232318,-
"""RPL23AP64""",chr11,119002961,119003593,-
"""RPL23AP7""",chr2,113611239,113627138,-
"""RPL23AP82""",chr22,50757086,50799637,+
"""RPL23AP87""",chr17,83226897,83240804,+
"""RPL23P8""",chr7,20827298,20827820,+
"""RPL24""",chr3,101681090,101686719,-
"""RPL26""",chr17,8377516,8383247,-
"""RPL26L1""",chr5,172959436,172969771,+
"""RPL27""",chr17,42998429,43002954,+
"""RPL27A""",chr11,8682448,8689872,+
"""RPL28""",chr19,55385932,55392083,+
"""RPL29""",chr3,51993628,51995942,-
"""RPL29P2""",chr17,7754320,7754968,+
"""RPL3""",chr22,39312882,39319665,-
"""RPL30""",chr8,98041710,98045590,-
"""RPL31""",chr2,101002229,101019693,+
"""RPL31P11""",chr1,161683703,161685252,-
"""RPL32""",chr3,12834945,12841582,-
"""RPL32P3""",chr3,129382834,129399439,-
"""RPL34""",chr4,108620566,108630483,+
"""RPL34-AS1""",chr4,108538190,108620457,-
"""RPL35""",chr9,124857879,124861961,-
"""RPL35A""",chr3,197950181,197955850,+
"""RPL36""",chr19,5690261,5691667,+
"""RPL36A""",chrX,101390890,101396154,+
"""RPL36A-HNRNPH2""",chrX,101390890,101414140,+
"""RPL36AL""",chr14,49618689,49620685,-
"""RPL37""",chr5,40831328,40835285,-
"""RPL37A""",chr2,216498797,216501465,+
"""RPL38""",chr17,74203656,74209880,+
"""RPL39""",chrX,119786504,119791659,-
"""RPL39L""",chr3,187120953,187139475,-
"""RPL3L""",chr16,1944579,1954678,-
"""RPL4""",chr15,66499315,66504855,-
"""RPL41""",chr12,56116590,56117832,+
"""RPL5""",chr1,92832037,92841924,+
"""RPL6""",chr12,112405190,112409639,-
"""RPL7""",chr8,73290639,73293634,-
"""RPL7A""",chr9,133348214,133351425,+
"""RPL7L1""",chr6,42879933,42886993,+
"""RPL8""",chr8,144789769,144792420,-
"""RPL9""",chr4,39454125,39458948,-
"""RPLP0""",chr12,120196700,120201211,-
"""RPLP0P2""",chr11,61615036,61639449,+
"""RPLP1""",chr15,69452820,69455545,+
"""RPLP2""",chr11,809936,812876,+
"""RPN1""",chr3,128619970,128650876,-
"""RPN2""",chr20,37179053,37241622,+
"""RPP14""",chr3,58306245,58320193,+
"""RPP21""",chr6,1600211,30346858,+
"""RPP25""",chr15,74955102,74957434,-
"""RPP25L""",chr9,34610485,34612113,-
"""RPP30""",chr10,90871952,90908555,+
"""RPP38""",chr10,15097180,15104257,+
"""RPP40""",chr6,4995046,5004063,-
"""RPPH1""",chr14,20343071,20343411,-
"""RPRD1A""",chr18,35989824,36067594,-
"""RPRD1B""",chr20,38033546,38092364,+
"""RPRD2""",chr1,150364111,150476565,+
"""RPRM""",chr2,153477338,153478808,-
"""RPRML""",chr17,46978156,46979248,-
"""RPS10""",chr6,34417454,34426125,-
"""RPS10-NUDT3""",chr6,34287196,34426125,-
"""RPS10P7""",chr1,201519904,201520592,+
"""RPS11""",chr19,49496365,49499712,+
"""RPS12""",chr6,132814569,132817564,+
"""RPS13""",chr11,17074392,17077673,-
"""RPS14""",chr5,150444229,150449756,-
"""RPS14P3""",chr1,19607807,19608644,+
"""RPS15""",chr19,1438364,1440497,+
"""RPS15A""",chr16,18782955,18790334,-
"""RPS15AP10""",chr1,45645781,45646685,-
"""RPS16""",chr19,39433207,39435978,-
"""RPS16P5""",chr6,53334460,53337617,-
"""RPS17""",chr15,325856,82540544,-
"""RPS18""",chr6,4466492,33276504,+
"""RPS18P9""",chr6,149593616,149594584,+
"""RPS19""",chr19,41859918,41871416,+
"""RPS19BP1""",chr22,39529093,39532855,-
"""RPS2""",chr16,1962061,1964826,-
"""RPS20""",chr8,56068180,56074581,-
"""RPS21""",chr20,62387065,62388520,+
"""RPS23""",chr5,82273320,82278416,-
"""RPS24""",chr10,78033760,78056813,+
"""RPS25""",chr11,119015713,119018347,-
"""RPS26""",chr12,56041902,56044223,+
"""RPS26P11""",chrX,72044409,72044961,+
"""RPS27""",chr1,153990763,153992155,+
"""RPS27A""",chr2,55231903,55235853,+
"""RPS27L""",chr15,63153340,63157542,-
"""RPS28""",chr19,8321500,8322396,+
"""RPS29""",chr14,49576672,49586416,-
"""RPS2P32""",chr7,23490388,23491412,+
"""RPS3""",chr11,75399491,75422301,+
"""RPS3A""",chr4,151099573,151104652,+
"""RPS4X""",chrX,72272603,72277291,-
"""RPS4Y1""",chrY,2841582,2866956,+
"""RPS4Y2""",chrY,20756068,20781032,+
"""RPS5""",chr19,58387269,58394804,+
"""RPS6""",chr9,19376256,19380237,-
"""RPS6KA1""",chr1,26529758,26575029,+
"""RPS6KA2""",chr6,166409366,166862283,-
"""RPS6KA2-AS1""",chr6,166903698,166905069,+
"""RPS6KA2-IT1""",chr6,166460663,166465383,-
"""RPS6KA3""",chrX,20149911,20266632,-
"""RPS6KA4""",chr11,64359153,64372215,+
"""RPS6KA5""",chr14,90870826,91060649,-
"""RPS6KA6""",chrX,84058346,84187935,-
"""RPS6KB1""",chr17,59893046,59950425,+
"""RPS6KB2""",chr11,67428464,67435408,+
"""RPS6KC1""",chr1,213051233,213273465,+
"""RPS6KL1""",chr14,74903954,74922442,-
"""RPS7""",chr2,3575263,3580919,+
"""RPS7P5""",chr1,240007524,240013260,+
"""RPS8""",chr1,44775574,44778740,+
"""RPS9""",chr19,175657,54207647,+
"""RPSA""",chr3,39406689,39412541,+
"""RPSAP52""",chr12,65758021,65826974,-
"""RPSAP58""",chr19,23763014,23828117,+
"""RPSAP9""",chr9,76398599,76400038,+
"""RPTN""",chr1,152153595,152159228,-
"""RPTOR""",chr17,80544825,80966373,+
"""RPUSD1""",chr16,784974,788383,-
"""RPUSD2""",chr15,40569293,40574694,+
"""RPUSD3""",chr3,9837849,9844018,-
"""RPUSD4""",chr11,126202094,126211692,-
"""RQCD1""",chr2,218568580,218596435,+
"""RRAD""",chr16,66921679,66925536,-
"""RRAGA""",chr9,19049374,19051023,+
"""RRAGB""",chrX,55717677,55758774,+
"""RRAGC""",chr1,38838197,38859823,-
"""RRAGD""",chr6,89364616,89412276,-
"""RRAS""",chr19,49635292,49640143,-
"""RRAS2""",chr11,14277920,14364506,-
"""RRBP1""",chr20,17613678,17682283,-
"""RREB1""",chr6,7107597,7251980,+
"""RRH""",chr4,109827994,109844705,+
"""RRM1""",chr11,4094694,4138876,+
"""RRM2""",chr2,10122568,10131419,+
"""RRM2B""",chr8,102204501,102239118,-
"""RRN3""",chr16,575341,15094335,-
"""RRN3P1""",chr16,21796630,21819174,-
"""RRN3P2""",chr16,29074842,29116717,+
"""RRN3P3""",chr16,22419546,22437715,-
"""RRNAD1""",chr1,156728471,156736960,+
"""RRP1""",chr21,43789537,43804102,+
"""RRP12""",chr10,97356701,97401370,-
"""RRP15""",chr1,218285287,218337983,+
"""RRP1B""",chr21,43659551,43696079,+
"""RRP36""",chr6,43021647,43029599,+
"""RRP7A""",chr22,42508335,42519823,-
"""RRP7BP""",chr22,42573260,42582011,-
"""RRP8""",chr11,6599914,6603650,-
"""RRP9""",chr3,51933426,51941941,-
"""RRS1""",chr8,66429028,66430733,+
"""RRS1-AS1""",chr8,66419587,66428977,-
"""RS1""",chrX,18639688,18672103,-
"""RSAD1""",chr17,50478800,50485980,+
"""RSAD2""",chr2,6877665,6898232,+
"""RSBN1""",chr1,113761832,113812476,-
"""RSBN1L""",chr7,77696426,77779803,+
"""RSC1A1""",chr1,15659869,15661722,+
"""RSF1""",chr11,77666229,77820834,-
"""RSG1""",chr1,16231687,16237164,-
"""RSL1D1""",chr16,11834196,11851585,-
"""RSL24D1""",chr15,55181314,55197033,-
"""RSPH1""",chr21,42472486,42496354,-
"""RSPH10B""",chr7,5926146,6798765,-
"""RSPH10B2""",chr7,5926146,6798765,-
"""RSPH14""",chr22,23059415,23142054,-
"""RSPH3""",chr6,158977234,159000166,-
"""RSPH4A""",chr6,116616479,116632985,+
"""RSPH6A""",chr19,45795710,45815347,-
"""RSPH9""",chr6,43645030,43671011,+
"""RSPO1""",chr1,37611350,37634923,-
"""RSPO2""",chr8,107899316,108083685,-
"""RSPO3""",chr6,127118903,127199481,+
"""RSPO4""",chr20,958453,1002264,-
"""RSPRY1""",chr16,57186284,57240475,+
"""RSRC1""",chr3,158110052,158544835,+
"""RSRC2""",chr12,122504643,122527013,-
"""RSRP1""",chr1,25242249,25247494,-
"""RSU1""",chr10,16590618,16817454,-
"""RSU1P2""",chr10,45099476,45154596,-
"""RTBDN""",chr19,12825477,12835428,-
"""RTCA""",chr1,100266158,100292769,+
"""RTCA-AS1""",chr1,100264742,100266174,-
"""RTCB""",chr22,32387575,32412287,-
"""RTEL1""",chr20,63657810,63696253,+
"""RTEL1-TNFRSF6B""",chr20,63657810,63698698,+
"""RTF1""",chr15,41417104,41483563,+
"""RTFDC1""",chr20,56468585,56518886,+
"""RTKN""",chr2,74425861,74441933,-
"""RTKN2""",chr10,62193086,62268863,-
"""RTL1""",chr14,100880655,100884847,-
"""RTN1""",chr14,59595976,59870839,-
"""RTN2""",chr19,45485288,45497055,-
"""RTN3""",chr11,63681450,63759891,+
"""RTN4""",chr2,54972191,55050598,-
"""RTN4IP1""",chr6,106571028,106629498,-
"""RTN4R""",chr22,20241415,20268293,-
"""RTN4RL1""",chr17,1934677,2025345,-
"""RTN4RL2""",chr11,57460537,57477539,+
"""RTP1""",chr3,187197486,187201465,+
"""RTP2""",chr3,187698259,187702557,-
"""RTP3""",chr3,46497995,46500949,+
"""RTP4""",chr3,187368380,187371581,+
"""RTP5""",chr2,81832,241873330,+
"""RTTN""",chr18,70003806,70205726,-
"""RUFY1""",chr5,179550561,179610026,+
"""RUFY2""",chr10,68341107,68407294,-
"""RUFY3""",chr4,70704937,70808622,+
"""RUFY4""",chr2,218034934,218090581,+
"""RUNDC1""",chr17,42980565,42993690,+
"""RUNDC3A""",chr17,44308559,44318670,+
"""RUNDC3A-AS1""",chr17,44299574,44308431,-
"""RUNDC3B""",chr7,87628413,87832298,+
"""RUNX1""",chr21,34787801,35049298,-
"""RUNX1-IT1""",chr21,35037931,35039426,-
"""RUNX1T1""",chr8,91954967,92103226,-
"""RUNX2""",chr6,45328317,45551082,+
"""RUNX3""",chr1,24899511,24965010,-
"""RUSC1""",chr1,155320849,155331118,+
"""RUSC1-AS1""",chr1,155320460,155324147,-
"""RUSC2""",chr9,35489952,35561898,+
"""RUVBL1""",chr3,128080957,128123828,-
"""RUVBL1-AS1""",chr3,128075810,128079056,+
"""RUVBL2""",chr19,48993899,49015925,+
"""RWDD1""",chr6,116571367,116593601,+
"""RWDD2A""",chr6,83193313,83196537,+
"""RWDD2B""",chr21,29005759,29019364,-
"""RWDD3""",chr1,95234155,95247225,+
"""RWDD4""",chr4,183639635,183659219,-
"""RXFP1""",chr4,158521714,158653369,+
"""RXFP2""",chr13,31739542,31802872,+
"""RXFP3""",chr5,137708,33938918,+
"""RXFP4""",chr1,155941689,155942834,+
"""RXRA""",chr9,134326463,134440586,+
"""RXRB""",chr6,4387988,33200853,-
"""RXRG""",chr1,165400922,165445355,-
"""RYBP""",chr3,72374593,72446623,-
"""RYK""",chr3,134157134,134250744,-
"""RYR1""",chr19,38433700,38587564,+
"""RYR2""",chr1,237042402,237833988,+
"""RYR3""",chr15,33310962,33866103,+
"""S100A1""",chr1,153628397,153632037,+
"""S100A10""",chr1,151982910,151994238,-
"""S100A11""",chr1,152032506,152037035,-
"""S100A12""",chr1,153373708,153375599,-
"""S100A13""",chr1,153618800,153634092,-
"""S100A14""",chr1,153614256,153616332,-
"""S100A16""",chr1,153606891,153613038,-
"""S100A2""",chr1,153561109,153565830,-
"""S100A3""",chr1,153547333,153549258,-
"""S100A4""",chr1,153543619,153545806,-
"""S100A5""",chr1,153537147,153541765,-
"""S100A6""",chr1,153534600,153536241,-
"""S100A7""",chr1,153457744,153460661,-
"""S100A7A""",chr1,153416524,153423225,+
"""S100A7L2""",chr1,153436995,153440027,-
"""S100A8""",chr1,153390032,153391188,-
"""S100A9""",chr1,153357854,153361027,+
"""S100B""",chr21,46598618,46605122,-
"""S100G""",chrX,16650158,16654668,+
"""S100P""",chr4,6693839,6697170,+
"""S100PBP""",chr1,32817442,32858879,+
"""S100Z""",chr5,76850001,76921231,+
"""S1PR1""",chr1,101236749,101241520,+
"""S1PR2""",chr19,10221433,10231272,-
"""S1PR3""",chr9,88991409,89005154,+
"""S1PR4""",chr19,3178738,3180332,+
"""S1PR5""",chr19,10512742,10517992,-
"""SAA1""",chr11,18266261,18269976,+
"""SAA2""",chr11,18238233,18248674,-
"""SAA2-SAA4""",chr11,18231355,18248674,-
"""SAA3P""",chr11,18112472,18116132,-
"""SAA4""",chr11,18231355,18236837,-
"""SAAL1""",chr11,18080343,18106091,-
"""SAC3D1""",chr11,65040904,65044828,+
"""SACM1L""",chr3,45689262,45745408,+
"""SACS""",chr13,23328823,23433728,-
"""SACS-AS1""",chr13,23418971,23428869,+
"""SAE1""",chr19,47130823,47210636,+
"""SAFB""",chr19,5623035,5668478,+
"""SAFB2""",chr19,5586999,5622927,-
"""SAG""",chr2,233307663,233347055,+
"""SAGE1""",chrX,135893634,135913061,+
"""SALL1""",chr16,51135975,51151272,-
"""SALL2""",chr14,21521081,21537216,-
"""SALL3""",chr18,45390,78998969,+
"""SALL4""",chr20,51784044,51802509,-
"""SALRNA1""",chr14,60639216,60640416,+
"""SALRNA2""",chr15,70635249,70637314,+
"""SALRNA3""",chr15,70615547,70616567,+
"""SAMD1""",chr19,14088417,14090420,-
"""SAMD10""",chr20,63974113,63979642,-
"""SAMD11""",chr1,925741,944581,+
"""SAMD12""",chr8,118189456,118621995,-
"""SAMD12-AS1""",chr8,118621001,118726067,+
"""SAMD13""",chr1,84298366,84350798,+
"""SAMD14""",chr17,50111309,50129882,-
"""SAMD15""",chr14,77377419,77391244,+
"""SAMD3""",chr6,130144302,130365425,-
"""SAMD4A""",chr14,54567612,54793315,+
"""SAMD4B""",chr19,39342459,39384897,+
"""SAMD5""",chr6,147508692,147570021,+
"""SAMD7""",chr3,169911572,169939168,+
"""SAMD8""",chr10,75111635,75182123,+
"""SAMD9""",chr7,93099513,93118023,-
"""SAMD9L""",chr7,93130054,93148388,-
"""SAMHD1""",chr20,36891824,36951843,-
"""SAMM50""",chr22,43955381,43996532,+
"""SAMSN1""",chr21,14485228,14583402,-
"""SAMSN1-AS1""",chr21,14582202,14598303,+
"""SAP130""",chr2,127941217,128027295,-
"""SAP18""",chr13,21140514,21149085,+
"""SAP25""",chr7,100572230,100573647,-
"""SAP30""",chr4,173370942,173377532,+
"""SAP30BP""",chr17,75667116,75708062,+
"""SAP30L""",chr5,154445957,154461053,+
"""SAP30L-AS1""",chr5,154389769,154445822,-
"""SAPCD1""",chr6,3010770,31764847,+
"""SAPCD1-AS1""",chr6,3011910,31765588,-
"""SAPCD2""",chr9,137062127,137070576,-
"""SAR1A""",chr10,70150205,70170529,-
"""SAR1B""",chr5,134601149,134632843,-
"""SARAF""",chr8,30063012,30083208,-
"""SARDH""",chr9,133663562,133739955,-
"""SARM1""",chr17,28371662,28401038,+
"""SARNP""",chr12,55752463,55817756,-
"""SARS""",chr1,109213893,109238182,+
"""SARS2""",chr19,38915264,38930896,-
"""SART1""",chr11,65961689,65980136,+
"""SART3""",chr12,108522214,108561389,-
"""SASH1""",chr6,148342593,148552048,+
"""SASH3""",chrX,129779916,129795200,+
"""SASS6""",chr1,100083546,100133095,-
"""SAT1""",chrX,23783158,23786223,+
"""SAT2""",chr17,7626238,7627876,-
"""SATB1""",chr3,18347641,18438773,-
"""SATB1-AS1""",chr3,18445237,18530114,+
"""SATB2""",chr2,199269500,199471266,-
"""SATB2-AS1""",chr2,199468098,199472758,+
"""SATL1""",chrX,85092286,85108968,-
"""SAV1""",chr14,50633580,50668353,-
"""SAXO1""",chr9,18927660,19049354,-
"""SAXO2""",chr15,82262811,82284926,+
"""SAYSD1""",chr6,39104063,39115186,-
"""SBDS""",chr7,66987703,66995601,-
"""SBDSP1""",chr7,72829373,72837399,+
"""SBF1""",chr22,50445001,50475071,-
"""SBF1P1""",chr8,55449197,55455321,-
"""SBF2""",chr11,9778667,10294207,-
"""SBF2-AS1""",chr11,9758293,9811319,+
"""SBK1""",chr16,28292519,28323849,+
"""SBK2""",chr19,55529733,55536294,-
"""SBK3""",chr19,55540656,55545543,-
"""SBNO1""",chr12,123289109,123350441,-
"""SBNO2""",chr19,221,1174283,-
"""SBSN""",chr19,35523367,35528351,-
"""SBSPON""",chr8,73064543,73093272,-
"""SC5D""",chr11,121292679,121313410,+
"""SCAF1""",chr19,49642125,49658649,+
"""SCAF11""",chr12,45919131,45990618,-
"""SCAF4""",chr21,31671000,31732118,-
