transcript_id,LNCaP_DHT_RNA_rep1_batch,LNCaP_DHT_RNA_rep2_batch,LNCaP_Veh_RNA_rep1_batch,LNCaP_Veh_RNA_rep2_batch
NR_106830,0.0,0.0,0.0,0.0
NR_106831,3.579607,1.772461,3.043279,2.253293
NR_106836,0.168521,0.381338,0.267374,0.100981
NR_106837,0.0,0.033337,0.0,0.0
NR_106834,0.22028,0.080933,0.163611,0.084468
NR_106835,0.372789,0.307871,0.47092,0.420021
NM_001271097_2,0.214688,0.160453,0.099648,0.150259
NR_106838,0.051064,0.174807,0.01716,0.0
NR_106839,0.440245,0.295267,0.296686,0.201162
NM_001136483,0.0,0.0,0.070419,0.043187
NM_001136482,0.175554,0.183839,0.271623,0.229436
NM_001136485,0.0,0.0,0.0,0.0
NM_001024938,0.0,0.05968,0.100044,0.130756
NM_001136486,0.0,0.0,0.0,0.0
NM_001024935,0.616471,0.581947,0.062424,0.459104
NM_001024934,0.743817,0.597415,0.277316,0.745743
NM_001024937,2.618678,3.425848,3.003976,4.879623
NM_001024936,0.530281,0.759037,0.22224,0.632159
NM_032962_2,0.0,0.0,0.0,0.0
NM_001142420,1.724246,2.543461,1.466752,1.646023
NM_001142421,8.254933,9.711479,5.576928,5.675483
NM_145314,0.0,0.0,0.0,0.0
NM_001142423,34.107864,60.875305,37.675205,44.069695
NM_001142424,13.341023,15.680034,13.70284,12.905375
NM_001142425,14.625869,5.591041,13.137331,11.943068
NM_001142426,11.907908,6.065152,10.613632,10.129376
NM_001142427,4.298263,4.736109,2.998173,3.242233
NM_001142428,2.999213,4.413119,2.764612,3.041951
NM_001142429,10.173846,4.697962,11.315051,9.895475
NM_018406_8,0.002693,0.002137,0.002923,0.002776
NM_001135598,0.0,0.0,0.0,0.0
NM_001135599,0.027127,0.022506,0.023637,0.019009
NM_001135597,1.814982,1.695047,1.729803,1.472909
NM_001135592,2.024256,2.481904,1.391761,1.387928
NM_001135590,0.214917,0.313015,0.203369,0.136895
NM_001135162,0.186526,0.008265,0.064864,0.014603
NM_001289190,0.304735,0.235373,0.31611,0.284371
NM_001289191,0.328616,0.216679,0.335188,0.300293
NM_001289192,0.31218,0.265554,0.324674,0.318813
NM_001281769,0.50595,0.519273,0.50681,0.532607
NM_001281768,0.118579,0.191114,0.070591,0.09563
NM_001281767,0.035246,0.0,0.0,0.023818
NR_047656,0.939198,0.98421,2.051934,0.665631
NM_001281765,0.041428,0.077709,0.053057,0.039234
NR_039629,0.0,0.0,0.0,0.0
NM_176890_3,0.151858,0.153378,0.093667,0.116942
NM_207454,0.0,0.0,0.0,0.0
NM_001100607,0.0,0.0,0.0,0.0
NR_105049,0.028951,0.062308,0.095633,0.057886
NM_001100603,1.613631,1.203587,0.986962,0.806385
NM_207459,0.30752,0.298862,0.445296,0.454042
NM_001288579,2.244914,1.567248,1.712321,2.339475
NR_125756_2,0.0,3.28152,0.0,0.0
NM_001288571,19.792162,19.343302,21.523327,20.291014
NM_001288570,14.948757,14.567375,13.49186,13.457903
NM_001288573,0.0,0.0,0.0,0.0
NM_001288572,0.016535,0.0,0.007817,0.042927
NM_001288575,0.0,0.0,0.0,0.0
NM_001288574,0.0,0.0,0.0,0.0
NM_001288576,0.0,0.0,0.0,0.0
NM_001243747,0.026458,0.026256,0.07189,0.046149
NM_001243746,0.21965,0.242173,0.211064,0.21193
NM_001105544,0.046498,0.0,0.0,0.0
NR_047659,1.319885,1.560157,2.252364,1.861513
NM_001243743,0.138427,0.021209,0.046761,0.061029
NM_001105543,0.0,0.0,0.005653,0.0
NM_001105540,0.057523,0.032467,0.016253,0.025058
NM_001243740,0.412245,0.46662,0.446586,0.383768
NM_024122,11.201424,10.677692,9.143561,8.66935
NM_001077516_5,2.523425,2.419094,2.670879,2.253605
NM_001243749,11.937,9.644972,8.853044,8.242407
NM_001105549,0.220823,1.114784,0.707871,0.860655
NM_001286086,29.107731,26.622419,30.853479,31.462156
NM_001286085,0.0,0.0,0.0,0.0
NM_001286084,31.271589,34.415691,32.701317,31.972252
NM_001286082,28.506367,33.75742,30.763351,33.440826
NM_001161415,0.0,0.0,0.0,0.0
NM_001077516_2,2.501078,2.363758,2.683286,2.311569
NR_109930,0.095347,0.06537,0.088261,0.101341
NM_001144962_2,0.139018,0.204756,0.05412,0.074648
NM_001144962_3,0.110646,0.142623,0.049281,0.062237
NM_024919,0.0,0.0,0.0,0.0
NM_024918,0.0,0.0,0.0,0.0
NR_004408_9,0.0,0.0,0.0,0.0
NR_004408_8,0.0,0.0,0.0,0.0
NM_001144962_4,0.134332,0.198515,0.050756,0.069647
NM_001144962_5,0.136596,0.178386,0.144867,0.062054
NR_004408_5,0.0,0.0,0.0,0.0
NR_004408_4,0.005317,0.012125,0.014353,0.049282
NR_004408_7,0.0,0.0,0.0,0.0
NR_004408_6,6.562997,6.728298,10.299406,10.848348
NM_024917,2.25469,1.478748,1.200294,1.8856
NR_004408_3,0.171633,0.102478,0.104762,0.18181
NR_004408_2,0.058915,0.099968,0.043443,0.084018
NM_001085447,0.34337,0.425969,0.37154,0.343117
NM_001146702,0.292363,0.21779,0.093763,0.15424
NM_001287682,0.374622,0.564078,0.233625,0.259128
NR_045147,6.537698,6.305209,6.576801,6.540262
NM_006778_4,0.0,0.0,0.0,0.0
NM_001297715_5,0.614963,2.30491,0.504927,0.639294
NM_005625,7.605247,6.900259,7.117161,7.49418
NM_198846,0.0,0.0,0.0,0.0
NM_001301028,0.0,0.0,0.0,0.0
NM_001256847_2,0.00348,0.00314,0.008165,0.009271
NM_001256847_3,0.006779,0.012598,0.025225,0.012878
NM_006778_5,0.0,0.0,0.0,0.0
NM_001305557,6.116848,5.770771,7.095792,7.11885
NM_001104631,0.0,0.001446,0.001403,0.001404
NR_027232_2,0.088293,0.067706,0.054244,0.060248
NM_001184703,0.048452,0.083469,0.034401,0.0
NM_001184702,1.641522,1.560742,1.511063,1.403253
NM_001184701,1.879966,1.813155,1.696578,1.71903
NM_001184700,0.0,0.0,0.115247,0.0
NM_001039762,0.283988,0.356962,0.277819,0.265913
NM_001039763,0.450873,0.468277,0.515604,0.582665
NM_001184705,0.308865,0.212031,0.276554,2.522039
NM_001184704,0.0,0.0,0.0,0.944762
NM_001164267_2,0.0,0.030036,0.044907,0.062063
NM_001164267_3,0.0,0.029786,0.045168,0.062058
NR_125855,0.0,0.0,0.0,0.0
NR_125854,0.0,0.0,0.0,0.0
NR_125853,0.0,0.0,0.0,0.0
NR_125852,0.0,0.024202,0.0,0.0
NR_125851,0.057063,0.0,0.0178,0.0
NR_125850,0.0,0.031923,0.0,0.0
NM_033342,1.302454,1.544324,0.985107,0.710631
NR_125859,0.0,0.010568,0.0,0.0
NM_012399,7.314164,7.366744,7.131122,7.326721
NM_001271522,0.175998,0.123096,0.133639,0.14672
NM_001271520,0.077471,0.173176,0.025907,0.0
NM_001271521,0.0,0.0,0.0,0.0
NM_001305088,0.093389,0.126825,0.091115,0.087681
NR_001289_2,0.0,0.13464,0.169735,0.0
NM_001305085,0.291644,0.263274,0.529833,0.411298
NM_001305084,0.289074,0.262333,0.559754,0.398971
NM_001305087,0.298957,0.260303,0.584281,0.414374
NM_001305086,0.276829,0.253822,0.615346,0.474713
NM_001305081,1.712618,1.702217,1.797335,1.880913
NM_001305080,1.446265,1.354766,2.147655,2.347282
NM_001305083,1.668827,1.595141,1.790358,1.958951
NM_001305082,0.393603,0.447193,0.338365,0.310456
NM_012395,0.116781,0.000497,0.001635,0.0
NM_005514_5,1.639338,1.737713,1.772568,1.666004
NM_001136105,0.250132,0.281634,0.442605,0.496341
NM_001136106,0.076349,0.06119,0.0,0.0
NM_001136107,0.0,0.0,0.0,0.0
NM_001167990,6.419277,10.067682,5.609408,5.780172
NM_133343,0.02923,0.023039,0.066124,0.045932
NM_001136108,16.687305,15.124297,13.348,20.518978
NM_001136109,0.0,0.0,0.0,0.0
NM_199003,0.135548,0.074852,0.08739,0.147278
NM_012392,9.352173,9.689106,9.145721,9.140068
NM_199001,0.794522,0.813797,0.651071,0.707534
NM_033063,0.016581,0.019414,0.0,0.021554
NM_033062,0.0,0.0,0.0,0.0
NM_033061,0.0,0.0,0.0,0.0
NM_033060,0.0,0.0,0.0,0.014049
NM_033067,0.0,0.0,0.0,0.0
NM_033066,0.0647,0.059685,0.047342,0.051702
NM_033064,0.0,0.0,0.0,0.007113
NR_028322_2,0.043928,0.044468,0.047329,0.044525
NM_033068,0.65676,0.657554,0.411474,0.37314
NR_036196_2,0.0,0.0,0.0,0.0
NM_001304457_3,0.0,0.0,0.0,0.0
NM_001304457_2,0.0,0.0,0.0,0.0
NM_001304457_5,0.0,0.0,0.0,0.0
NM_001304457_4,0.0,0.0,0.0,0.0
NM_006778_2,0.0,0.0,0.0,0.0
NM_080720_2,0.004798,0.036027,0.025032,0.0
NM_001097589,0.0,0.0,0.0,0.0
NM_006778_3,0.0,0.0,0.0,0.0
NM_024870,0.117169,0.131847,0.11203,0.123449
NM_001277208,0.0,0.0,0.0,0.00821
NM_024871,0.425288,0.434307,0.445347,0.442936
NM_001277205,0.0,0.0,0.0,0.0
NM_001277204,0.0,0.0,0.0,0.0
NM_001277207,0.0,0.0,0.0,0.0
NM_001277206,0.0,0.0,0.0,0.0
NM_001277201,0.0,0.0,0.0,0.0
NM_001277200,3.37206,2.397896,2.563205,2.756529
NM_024873,0.0,0.0,0.0,0.0
NM_001303477,0.025531,0.039843,0.013079,0.0
NM_001265615,0.021282,0.027363,0.0,0.0
NM_001002907_2,0.0,0.0,0.0,0.0
NM_001265614,0.097412,0.074783,0.082937,0.087971
NM_002414_2,21.065598,21.754852,17.518875,17.480944
NM_213652,0.0,0.0,0.0,0.0
NM_001301707,0.0,0.0,0.0,0.0
NM_001185157,0.0,0.0,0.0,0.0
NM_001185156,0.0,0.005299,0.0,0.0
NM_001303474,0.320343,0.342491,0.023476,0.224745
NR_045628,0.0,0.0,0.0,0.0
NM_001301700,0.641793,0.845223,0.617198,0.545115
NM_001301701,1.105635,1.214821,1.429016,1.372635
NR_045620,0.589517,4.948117,4.316969,6.189428
NR_045623,1.07665,1.098614,1.212285,1.431055
NR_045622,1.232214,0.977601,1.00996,1.24235
NM_001254758,0.050656,0.202578,0.007077,0.00326
NM_001254759,0.010665,0.030356,0.023267,0.026343
NM_001302862_2,0.0,0.0,0.0,0.0
NM_001918,20.002838,20.133772,19.80505,19.85372
NM_001919,14.335195,14.667308,12.019266,13.015181
NM_001916,52.635071,53.213287,53.657875,54.636581
NM_001917,0.0,0.0,0.0,0.0
NM_001914,83.755417,84.691681,76.276169,0.856807
NM_001915,26.233404,27.09997,25.73015,25.814548
NM_001912,8.950816,9.076693,11.373382,11.725906
NM_001254755,0.419379,0.642373,0.307527,0.213338
NM_001254756,0.398331,0.711552,1.096562,0.809047
NM_001254757,5.115655,5.142621,4.831234,4.852731
NM_001195303,0.005629,0.0,0.002731,0.0
NM_001195302,0.273465,0.0,0.0,0.0
NM_001195305,3.242296,3.117595,3.224242,3.658989
NM_001195304,1.350012,1.583439,1.511585,1.505899
NM_001195307,0.484056,0.512407,0.748737,0.615413
NM_001195306,0.252925,0.454237,0.286647,0.357205
NM_001195308,8.957214,6.381838,9.42708,4.871075
NM_001297715_3,5.155255,6.506342,6.823474,4.911554
NR_033381_2,0.285489,0.249818,0.332866,0.226173
NM_020809,0.860939,0.959225,0.05335,0.061772
NM_020808,6.504047,6.513137,5.584897,5.409177
NM_020801,77.782417,77.933281,102.539879,103.681702
NM_020800,6.300653,6.579987,7.347431,7.432478
NM_020803,8.400447,10.499371,7.439624,9.914721
NM_020802,0.559405,0.563944,0.605026,0.599309
NM_020805,0.0,0.0,0.0,0.0
NM_020804,1.429186,1.893,1.585768,1.534497
NM_020807,1.051025,1.067963,0.8543,0.897754
NM_020806,5.078727,5.112126,5.057892,5.001831
NM_001168400,2.007279,2.200187,1.630687,2.466937
NM_001168401,2.589879,3.261228,2.621958,2.661079
NM_001168407,9.787399,7.767016,12.071918,7.632555
NM_178469,0.0,0.0,0.0,0.0
NM_001168408,0.019854,0.021265,0.020845,0.025742
NM_001168409,1.927441,1.933572,2.311673,1.643703
NM_178468,0.124306,0.097983,0.086556,0.064934
NM_001291463,0.0,0.0,0.0,0.0
NM_001291462,0.0,0.0,0.0,0.0
NM_001291465,0.0,0.0,0.0,0.0
NM_001291464,0.182508,0.194818,0.181318,0.196799
NM_001291466,0.0,0.0,0.0,0.0
NM_032855,0.131037,0.031551,0.191936,0.0
NM_032854,0.027241,0.019375,0.017171,0.029112
NM_032857,9.513367,9.450387,9.257611,9.130719
NM_032856,3.377303,2.678024,3.566989,3.721211
NM_032850,0.162903,0.080617,0.085345,1.383142
NM_032853,7.321567,7.242783,7.522016,7.923584
NM_032852,3.796777,4.22487,4.616304,4.383951
NM_001159929,0.0,0.0,0.0,0.0
NM_025259_5,0.136965,0.113465,0.14082,0.125635
NM_001136033_2,0.007729,0.006721,0.005886,0.004859
NM_025259_4,0.051953,0.0,0.070761,0.000147
NM_001159920,0.0,0.0,0.0,0.0
NR_031673,0.156846,0.207065,0.101026,0.118658
NM_001159927,0.0267,0.0,0.0,0.0
NR_003935,0.0,0.0,0.0,0.0
NM_001197249,2.572406,1.935796,2.160912,1.991532
NR_003932,34.278313,33.897408,38.011665,38.280289
NR_003930,1.842581,1.882233,1.381411,1.584427
NR_003939,33.079819,34.915615,28.516525,28.100805
NR_003938,1.39817,1.516872,1.49002,1.400436
NM_025259_3,0.071258,0.0,0.014865,7.5e-05
NR_110263,0.0,0.0,0.0,0.0
NR_034174,0.0,0.0,0.0,0.0
NM_025259_2,0.017131,2e-05,0.068148,0.000159
NM_016592,0.207165,0.143445,0.234904,0.179581
NM_016593,2.171819,2.291553,2.627519,2.092222
NM_001282541,0.0,0.0,0.0,0.0
NM_016591,0.013195,0.012892,0.011793,0.027437
NM_016594,6.719393,6.179767,5.973841,5.89337
NM_001286634,0.0,0.0,0.0,0.0
NM_016598,5.1248,5.052915,5.088761,4.930959
NM_016599,0.0,0.0,0.0,0.0
NR_037584,0.0,0.0,0.0,0.0
NM_001197240,1.061838,0.244413,1.018224,0.270833
NM_001012419,0.013251,0.01774,0.009053,0.016085
NM_001012418,0.154826,0.183642,0.179153,0.185173
NR_110264,0.0,0.0,0.0,0.0
NM_001012413,0.096682,0.083728,0.0,0.0
NM_001012412,0.0,0.013972,0.02469,0.0
NM_001012411,0.0,0.01879,0.028034,0.0
NM_001012410,0.0,0.053441,0.03357,0.0
NM_001012417,0.0,0.0,0.0,0.0
NM_001012416,0.0,0.008964,0.004727,0.0
NM_001012415,0.0,0.023851,0.0,0.015482
NM_001012414,0.029679,0.03438,0.012353,0.022189
NM_001167601,0.0,0.033558,0.0,0.0
NM_001206524,0.0,0.0,0.0,0.0
NM_001167602,0.0,0.0,0.008914,0.007552
NM_001167605,0.0,0.0,0.0,0.0
NM_001167604,6.551951,6.782647,7.379853,7.492744
NM_001167607,0.795704,0.827072,1.558672,1.51272
NM_001167606,2.135136,1.363734,2.630301,1.637743
NM_001167609,0.0,0.0,0.0,0.0
NM_001167608,3.25671,3.977686,3.481003,3.869519
NM_017860,1.285963,1.27148,1.217114,1.112196
NM_001010923,0.0,0.0,0.0,0.0
NM_001010922,0.020263,0.00513,0.016729,0.00558
NM_001010924,6.152531,6.039897,5.374775,5.537418
NM_001010927,0.0,0.0,0.0,0.0
NM_001010926,0.018232,0.01902,0.013077,0.018762
NR_034179,0.364984,0.376312,0.303868,0.287307
NM_001303034,0.058083,0.065909,0.036522,0.104136
NM_001303035,0.0,0.0,0.0,0.0
NM_001303030,5.686729,5.352682,5.449208,4.611439
NM_001303031,6.504387,6.365442,7.10038,6.686396
NM_001267536_2,0.467277,0.421028,0.488439,0.474175
NM_001301782_3,0.564897,0.609555,0.615464,0.629553
NM_001301782_2,0.532767,0.577623,0.583454,0.62255
NM_030801,0.184366,0.87358,0.41416,0.783763
NM_001160389,0.349852,0.698719,0.6332,0.516511
NM_001301782_4,0.568622,0.609213,0.614898,0.630136
NM_005042_3,0.104037,0.112204,0.095701,0.09317
NR_002473_2,5.755601,5.761867,5.320427,5.468028
NR_110267,0.0,0.0,0.0,0.0
NM_001013258,0.339654,0.569496,0.470175,0.448942
NM_001291700_27,0.0,0.0,0.0,0.0
NM_001291485,0.0,0.0,0.0,0.0
NM_001291484,0.0,0.0,0.0,0.0
NM_001291988,0.0,0.0,0.0,0.0
NM_001291989,0.019048,0.040098,0.019311,0.021829
NM_001104544,0.0,0.0,0.0,0.0
NM_005679,0.775643,0.0,0.421363,1.118164
NR_073072,0.102591,0.118611,0.027794,0.024835
NM_001291982,0.0,0.003523,0.0,0.001599
NM_001302349,1.247449,0.782009,0.989541,0.952404
NM_001291983,0.012243,0.002302,0.00589,0.0
NM_001291980,0.0,0.010936,0.00326,0.138612
NM_003666,32.498653,32.027843,34.292488,34.517624
NM_003667,0.0,0.0,0.007848,0.0
NM_018431,0.0,0.0,0.0,0.028144
NM_003665,0.048067,0.049027,0.0,0.013079
NM_018437,0.0,0.0,0.0,0.0
NM_018436,0.0,0.013087,0.0,0.0
NM_003660,2.78158,2.677855,2.666859,2.653378
NM_182601,0.078929,0.03072,0.0,0.100157
NR_073079,0.0,0.0,0.0,0.0
NM_018439,26.312033,26.63307,27.339556,27.032093
NM_018438,1.26062,1.1185,1.188152,1.187491
NM_003668,7.714724,8.55939,8.058054,8.497879
NM_001197216,0.0,0.0,0.0,0.0
NM_002399,0.0,0.0,0.0,0.0
NM_002398,2.238402,2.314892,1.732189,1.664194
NM_002395,16.641281,17.741055,15.167431,15.533195
NM_002394,5.315165,7.736474,7.13566,7.01127
NM_002397,0.0,0.0,0.0003,0.000274
NM_002396,24.782976,23.409529,24.174603,27.362616
NM_002391,6.295964,6.37136,5.486525,4.563779
NM_002390,1.263024,1.208897,1.248544,1.284327
NM_002393,5.714051,5.738366,6.188381,3.011554
NM_002392,32.826046,31.518639,32.271862,32.696659
NR_039639,0.0,0.0,0.0,0.0
NR_039638,0.0,0.0,0.0,0.0
NM_001190977,0.032852,0.0,0.010127,0.022892
NM_005628,11.35485,11.691488,10.993276,11.459757
NR_126061,0.545016,0.265653,0.392753,0.275912
NM_001014979,0.063182,0.056229,0.07393,0.003619
NM_005624,0.009901,0.0,0.0,0.0
NR_039630,0.066492,0.11781,0.128647,0.045286
NM_005626,12.093472,12.60863,13.633181,13.325312
NM_001014975,0.0,0.0,0.0,0.0
NM_001190979,0.847185,0.681289,0.036041,0.758459
NM_005621,0.0,0.0,0.0,0.0
NM_005622,8.880972,8.295512,8.844973,8.593011
NM_005623,0.0,0.0,0.0,0.0
NM_182609,5.992426,6.230438,6.356942,6.35881
NM_001166538_8,0.0,0.0,0.0,0.0
NM_003060,3.335832,2.67453,4.691371,3.24212
NM_133486,0.235517,0.882434,0.035884,0.00082
NR_038328,0.021037,0.0,0.0,0.0
NR_038329,4.281507,4.248713,4.54295,4.676553
NM_006013,3.069566,3.324416,3.87447,2.598681
NR_038324,0.037358,0.029322,0.06135,0.08896
NM_001307955,0.0,0.0,0.0,0.0
NR_038326,0.0,0.0,0.0,0.0
NR_038327,0.211856,0.241446,0.261854,0.143513
NR_038320,0.059875,0.072279,0.046616,0.065651
NR_038321,0.161882,0.0,0.093952,0.089862
NR_038322,19.546951,18.186079,19.834351,18.951441
NM_001077657,0.0,0.0,0.0,0.0
NM_006011,0.012961,0.013923,0.006467,0.0
NM_030806,7.55791,7.747141,5.866995,6.102676
NM_206965_2,0.03231,0.021137,0.028369,0.0
NR_104315,3.331519,3.865572,2.512452,3.023816
NM_030807,0.0,0.0,0.0,0.0
NM_006017,0.0,0.0,0.0,0.0
NM_021184_6,1.110204,1.150061,1.181422,1.152548
NM_001300959,0.446643,0.196042,0.313405,0.419604
NR_104316,3.533966,3.031454,3.587957,0.0
NM_015660,2.470929,2.281501,2.542551,2.616192
NM_015662,15.968489,16.077349,15.842561,15.982197
NM_015665,8.064408,8.666336,7.992502,7.469004
NM_018299,5.054386,5.791022,5.69618,4.846919
NM_018298,0.024507,0.0,0.0,0.030783
NM_032995,0.080931,0.206089,0.092155,0.185975
NM_018296,0.0,0.390438,0.268706,0.289244
NM_018295,15.736181,15.1019,14.087366,13.861559
NM_018294,1.001011,2.141285,2.156109,1.517189
NM_018293,5.448449,5.594687,5.571327,5.571435
NM_018292,9.920203,9.937091,10.933181,10.897435
NM_018291,4.904996,4.890175,5.098083,10.496543
NM_018290,28.500666,27.985468,25.454107,25.127874
NM_002539,296.379456,296.773163,261.931732,263.798004
NM_002538,1.180898,1.533509,1.379393,1.314738
NM_021184_7,1.114142,1.152222,1.185237,1.156241
NM_002531,0.191961,0.227266,0.199174,0.186016
NM_002530,0.0,0.0,0.0,0.0
NM_002533,14.861567,16.958794,10.97049,12.548454
NM_002532,28.351795,28.373428,25.626213,25.886059
NM_002535,0.005226,0.0,0.0,0.0
NM_002534,0.0,0.011007,0.025319,0.016892
NM_002537,17.765898,15.343032,15.398378,16.435003
NM_002536,1.750581,1.651756,1.577723,1.642087
NM_001310121,0.102688,0.147519,6.867548,7.028409
NM_001310123,0.146526,0.09149,1.14079,1.142274
NM_001310124,0.0,0.0,0.0,0.0
NM_001310127,7.128995,7.100975,7.157779,6.879205
NM_001134225,4.5297,4.554966,4.311141,0.81462
NR_029401_2,0.30536,0.315654,0.312072,0.307484
NM_001300953,0.672802,0.043362,0.0,0.0
NM_001282350_5,0.0,0.0,0.0,0.0
NM_001134223,0.029811,0.054365,0.039417,0.040142
NM_001282350_6,0.0,0.0,0.0,0.0
NM_001134222,0.730031,0.440216,0.56211,0.580483
NR_037859,0.083059,0.146946,0.102608,0.068334
NR_037858,1.123731,1.115403,1.033875,1.095848
NM_001037535,1.219046,1.090674,1.939673,1.800786
NR_121598,7.46986,8.801839,7.573478,7.026946
NM_001037537,2.30137,3.817163,1.551447,1.346934
NM_001037536,1.269205,2.898692,2.518351,2.459321
NR_037853,0.0,0.0,0.027113,0.017619
NR_037852,0.429559,0.565561,0.695074,0.680229
NR_033770,2.122832,1.956058,1.877177,1.760216
NR_037850,0.0,0.0,0.0,0.0
NR_037857,1.515514,1.05984,0.910945,0.920445
NR_033777,0.221205,0.165764,0.124654,0.132042
NR_033774,0.0,0.0,0.0,0.0
NM_001128915,0.0,0.0,0.0,0.0
NM_025262,0.006529,0.0,0.013307,0.002675
NM_001282350_2,0.0,0.0,0.0,0.0
NR_102684,1.379683,1.561882,1.490404,1.462955
NM_001282350_3,0.0,0.0,0.0,0.0
NM_004625,0.022979,0.0,0.0,0.0
NM_001242329_2,0.0,0.0,0.0,0.0
NM_001242329_3,0.0,0.0,0.0,0.0
NM_001242329_4,0.0,0.0,0.0,0.0
NM_001242329_5,0.0,0.0,0.0,0.0
NM_001242329_6,0.0,0.0,0.0,0.0
NM_001242329_7,0.0,0.0,0.0,0.0
NR_036186,0.0,0.0,0.0,0.0
NR_036187,0.0,0.0,0.0,0.0
NR_036184,0.0,0.0,0.0,0.0
NR_036185,0.0,0.0,0.0,0.0
NR_036182,0.0,0.0,0.0,0.0
NR_036183,0.0,0.0,0.0,0.0
NR_036180,0.0,0.0,0.0,0.0
NM_004622,9.071216,9.080629,8.242022,8.749642
NM_025264,1.86473,1.759629,1.871239,0.780651
NM_001280560,0.137988,0.139476,0.092406,0.059345
NM_001301068,0.442917,0.314303,0.215465,0.155129
NM_001301065,0.0,0.0,0.0,0.0
NM_001301064,4.011983,3.497667,4.794871,4.618746
NM_001301063,0.141886,0.184932,0.0,1.09064
NM_001301062,0.0,0.0,0.085048,0.0
NM_001301061,2.135508,2.4747,0.110743,2.073494
NM_001301060,4.389126,4.273566,3.733635,3.391751
NM_001284276,0.0,0.0,0.0,0.0
NM_001284277,0.307733,0.0,0.0,0.0
NM_001284274,0.002999,0.003882,2.092571,1.390926
NM_033309,0.298239,0.330089,0.246605,0.251598
NM_133480,0.307556,0.251012,0.244403,0.225437
NM_001284271,0.087118,0.033504,0.046837,0.047851
NM_033302,0.014152,0.042728,0.041331,0.037613
NM_033303,0.0,0.0,0.0,0.0
NM_033300,0.056517,0.073309,0.312795,0.194558
NM_033301,42.298641,39.434662,33.106998,16.499516
NM_033306,0.093579,0.144648,0.111779,0.228745
NM_001284278,0.177326,0.190699,0.10923,0.173855
NM_033305,12.274037,11.596586,13.753455,12.739824
NR_024229_6,0.0,0.0,0.0,0.0
NR_024229_7,0.0,0.0,0.0,0.0
NR_024229_4,0.0,0.0,0.0,0.0
NR_024229_5,0.0,0.0,0.0,0.0
NR_024229_2,0.0,0.0,0.0,0.0
NR_024229_3,0.0,0.0,0.0,0.0
NR_039728_2,0.0,0.0,0.0,0.0
NM_001079815,0.0,0.0,0.0,0.0
NR_024229_8,0.0,0.0,0.0,0.0
NR_024229_9,0.0,0.0,0.0,0.0
NR_109769,0.0,0.0,0.0,0.0
NR_109768,4.980275,4.17236,5.238264,4.638556
NR_109763,0.0,0.0,0.0,0.0
NR_109762,0.355517,0.390958,0.559233,0.341177
NR_109761,0.260603,0.336591,0.0,0.334213
NR_109760,0.770574,0.525253,0.62255,0.699489
NM_001910,0.0,0.0,0.0,0.0
NR_109766,0.0,0.0,0.0,0.0
NR_109765,0.0,0.0,0.0,0.0
NR_109764,0.015437,0.019824,0.028705,0.022327
NM_001243879,4.025549,3.284974,5.80737,5.829805
NR_103448,0.246912,0.229318,0.223027,0.254999
NR_103449,0.0,0.007643,0.0,0.0
NR_103444,0.010854,0.025741,0.046116,0.029294
NR_103445,0.079933,0.085251,0.079033,0.123228
NR_103446,4.5743,4.081244,4.860703,4.789298
NM_001291732,0.0,0.0,0.0,0.0
NM_032993,0.085608,0.058538,0.0,0.354076
NR_103441,0.0,0.0,0.0,0.0
NR_103442,0.067455,0.051531,0.041829,0.069291
NR_103443,0.193228,0.200038,0.119261,0.133538
NM_022963,0.0,0.0,0.00355,0.0
NM_001911,0.0,0.0,0.0,0.0
NM_001202553,0.0,0.0,0.0,0.0
NM_001291739,0.047696,0.01671,0.015934,0.0062
NM_016929,0.0,0.0,0.0,0.0
NM_032009,1.780256,1.796776,2.100673,0.059963
NM_001258276,0.0,0.0,0.0,0.0
NM_001171039_2,0.0,0.0,0.0,0.003129
NM_178314,4.840554,5.134871,5.292316,5.430091
NM_178313,0.034151,0.029647,0.037294,0.033863
NM_178312,0.0,0.0,0.0,0.0
NM_178311,0.0,0.0,0.020215,0.016651
NM_178310,1.22724,1.113004,1.098302,0.939823
NM_152539,0.0,0.013778,0.005848,0.009787
NR_034021,45.293518,45.831379,49.56971,50.343479
NM_001256580,0.453916,0.438329,0.0,0.26937
NM_001002912,0.0,0.0,0.0,0.0
NM_001201363,0.017914,0.362246,0.584451,0.02293
NM_001201362,3.737525,3.986901,4.352996,4.705803
NM_001141970_5,0.473931,0.915491,0.87697,0.465384
NM_001201366,4.785313,4.930227,4.317964,4.301208
NM_001201365,0.098194,0.282959,0.227481,0.622428
NM_001146083_10,0.122237,0.027647,0.051227,0.020715
NM_001145148_2,0.0,0.0,0.0,0.0
NM_001294282,0.0,0.0,0.0,0.180178
NM_001013403,0.0,0.0,0.0,0.0
NM_001013407,0.007996,0.002711,0.005156,0.0
NM_000709,3.445444,3.627413,3.002996,7.681385
NM_000704,0.01207,0.0,0.017049,0.0
NM_000705,0.774342,0.839094,0.939686,0.854931
NM_000706,0.005707,0.0,0.001355,0.0
NM_000707,0.0,0.0,0.0,0.0
NM_000700,0.215214,0.243278,0.256285,0.220697
NM_000701,163.420151,163.922058,144.961075,145.735962
NM_000702,0.00629,0.010203,0.005744,0.0
NM_006621,60.87949,61.077763,21.672695,58.221336
NM_006620,14.471214,14.282387,11.486586,14.610844
NM_006623,153.830261,154.23999,158.065338,159.47438
